71,Javier,Simmons,cscie12cscie151project+JavierSimmons@gmail.com
72,Austin,Beltran,cscie12cscie151project+AustinBeltran@gmail.com
73,Felicia,Holland,cscie12cscie151project+FeliciaHolland@gmail.com
74,Nathan,Lyons,cscie12cscie151project+NathanLyons@gmail.com
75,Susan,Lawrence,cscie12cscie151project+SusanLawrence@gmail.com
76,Kaiden,Wolfe,cscie12cscie151project+KaidenWolfe@gmail.com
77,Vicky,Shaw,cscie12cscie151project+VickyShaw@gmail.com
78,Terri,Hester,cscie12cscie151project+TerriHester@gmail.com
79,Marie,Gates,cscie12cscie151project+MarieGates@gmail.com
80,Emilia,Newton,cscie12cscie151project+EmiliaNewton@gmail.com
81,Wesley,Reid,cscie12cscie151project+WesleyReid@gmail.com
82,Raul,Davila,cscie12cscie151project+RaulDavila@gmail.com
83,Aimee,Conrad,cscie12cscie151project+AimeeConrad@gmail.com
84,Elias,Reilly,cscie12cscie151project+EliasReilly@gmail.com
85,Margie,Haley,cscie12cscie151project+MargieHaley@gmail.com
86,Khloe,Hughes,cscie12cscie151project+KhloeHughes@gmail.com
87,Erika,Carlson,cscie12cscie151project+ErikaCarlson@gmail.com
88,Claudia,Lester,cscie12cscie151project+ClaudiaLester@gmail.com
89,Brittany,Conway,cscie12cscie151project+BrittanyConway@gmail.com
90,Zoey,Mcfarland,cscie12cscie151project+ZoeyMcfarland@gmail.com
91,Albert,Short,cscie12cscie151project+AlbertShort@gmail.com
92,Philip,Garcia,cscie12cscie151project+PhilipGarcia@gmail.com
93,Keith,Vincent,cscie12cscie151project+KeithVincent@gmail.com
94,Joel,Parks,cscie12cscie151project+JoelParks@gmail.com
95,Marcos,French,cscie12cscie151project+MarcosFrench@gmail.com
96,Jean,Carey,cscie12cscie151project+JeanCarey@gmail.com
97,Nicole,Dunlap,cscie12cscie151project+NicoleDunlap@gmail.com
98,Toni,Crawford,cscie12cscie151project+ToniCrawford@gmail.com
99,Kirk,Liu,cscie12cscie151project+KirkLiu@gmail.com
100,Jameson,Bernard,cscie12cscie151project+JamesonBernard@gmail.com
101,Elliott,Meyer,cscie12cscie151project+ElliottMeyer@gmail.com
102,Brooke,Reese,cscie12cscie151project+BrookeReese@gmail.com
103,Malik,Hess,cscie12cscie151project+MalikHess@gmail.com
104,Jill,Howell,cscie12cscie151project+JillHowell@gmail.com
105,Kim,Rangel,cscie12cscie151project+KimRangel@gmail.com
106,Ashton,Richardson,cscie12cscie151project+AshtonRichardson@gmail.com
107,Paula,Truong,cscie12cscie151project+PaulaTruong@gmail.com
108,Pamela,Singh,cscie12cscie151project+PamelaSingh@gmail.com
109,Cody,Hunt,cscie12cscie151project+CodyHunt@gmail.com
110,Lee,English,cscie12cscie151project+LeeEnglish@gmail.com
111,Robin,Reyes,cscie12cscie151project+RobinReyes@gmail.com
112,Angela,Bernal,cscie12cscie151project+AngelaBernal@gmail.com
113,Daniel,Norris,cscie12cscie151project+DanielNorris@gmail.com
114,Patty,Bartlett,cscie12cscie151project+PattyBartlett@gmail.com
115,Jamie,Bridges,cscie12cscie151project+JamieBridges@gmail.com
116,Brianna,Mosley,cscie12cscie151project+BriannaMosley@gmail.com
117,Patricia,Sampson,cscie12cscie151project+PatriciaSampson@gmail.com
118,Jo,Lowe,cscie12cscie151project+JoLowe@gmail.com
119,Adrian,Mills,cscie12cscie151project+AdrianMills@gmail.com
120,Norman,Quintero,cscie12cscie151project+NormanQuintero@gmail.com
121,Kaitlyn,Rollins,cscie12cscie151project+KaitlynRollins@gmail.com
122,Reginald,Murillo,cscie12cscie151project+ReginaldMurillo@gmail.com
123,Eden,Vargas,cscie12cscie151project+EdenVargas@gmail.com
124,Bryant,Cameron,cscie12cscie151project+BryantCameron@gmail.com
125,Latoya,Church,cscie12cscie151project+LatoyaChurch@gmail.com
126,Mark,Mullins,cscie12cscie151project+MarkMullins@gmail.com
127,Rodney,Carter,cscie12cscie151project+RodneyCarter@gmail.com
128,Caitlyn,Hendricks,cscie12cscie151project+CaitlynHendricks@gmail.com
129,Zane,Frank,cscie12cscie151project+ZaneFrank@gmail.com
130,Erick,Roth,cscie12cscie151project+ErickRoth@gmail.com
131,Kylie,Grant,cscie12cscie151project+KylieGrant@gmail.com
132,Alana,May,cscie12cscie151project+AlanaMay@gmail.com
133,Liam,Trevino,cscie12cscie151project+LiamTrevino@gmail.com
134,Donnie,Ventura,cscie12cscie151project+DonnieVentura@gmail.com
135,Valentina,Golden,cscie12cscie151project+ValentinaGolden@gmail.com
136,Ashlyn,Kent,cscie12cscie151project+AshlynKent@gmail.com
137,Corey,Holt,cscie12cscie151project+CoreyHolt@gmail.com
138,Juanita,Walsh,cscie12cscie151project+JuanitaWalsh@gmail.com
139,Suzanne,Garza,cscie12cscie151project+SuzanneGarza@gmail.com
140,Giselle,Dixon,cscie12cscie151project+GiselleDixon@gmail.com
141,Janelle,Stone,cscie12cscie151project+JanelleStone@gmail.com
142,Alejandra,Abbott,cscie12cscie151project+AlejandraAbbott@gmail.com
143,Naomi,Guerrero,cscie12cscie151project+NaomiGuerrero@gmail.com
144,Meghan,Greene,cscie12cscie151project+MeghanGreene@gmail.com
145,Jordan,Allen,cscie12cscie151project+JordanAllen@gmail.com
146,Clara,Holmes,cscie12cscie151project+ClaraHolmes@gmail.com
147,Morgan,Berger,cscie12cscie151project+MorganBerger@gmail.com
148,Bridget,Wright,cscie12cscie151project+BridgetWright@gmail.com
149,Eddie,Lam,cscie12cscie151project+EddieLam@gmail.com
150,Brielle,Larson,cscie12cscie151project+BrielleLarson@gmail.com
151,Jackson,Whitaker,cscie12cscie151project+JacksonWhitaker@gmail.com
152,Allyson,Montgomery,cscie12cscie151project+AllysonMontgomery@gmail.com
153,Harley,Cain,cscie12cscie151project+HarleyCain@gmail.com
154,Jacquelyn,Salazar,cscie12cscie151project+JacquelynSalazar@gmail.com
155,Rebekah,Aguilar,cscie12cscie151project+RebekahAguilar@gmail.com
156,Sebastian,Romero,cscie12cscie151project+SebastianRomero@gmail.com
157,Samantha,Jordan,cscie12cscie151project+SamanthaJordan@gmail.com
158,Elijah,Acevedo,cscie12cscie151project+ElijahAcevedo@gmail.com
159,Alex,Brewer,cscie12cscie151project+AlexBrewer@gmail.com
160,Maggie,Proctor,cscie12cscie151project+MaggieProctor@gmail.com
161,Johnathan,Kirby,cscie12cscie151project+JohnathanKirby@gmail.com
162,Jason,Woodard,cscie12cscie151project+JasonWoodard@gmail.com
163,Ariana,Roman,cscie12cscie151project+ArianaRoman@gmail.com
164,Jeffery,Arellano,cscie12cscie151project+JefferyArellano@gmail.com
165,Lance,Prince,cscie12cscie151project+LancePrince@gmail.com
166,Megan,Mcdowell,cscie12cscie151project+MeganMcdowell@gmail.com
167,Carlos,Shah,cscie12cscie151project+CarlosShah@gmail.com
168,Phillip,Wilson,cscie12cscie151project+PhillipWilson@gmail.com
169,Levi,Sawyer,cscie12cscie151project+LeviSawyer@gmail.com
170,Joann,Steele,cscie12cscie151project+JoannSteele@gmail.com
171,Nadia,Frederick,cscie12cscie151project+NadiaFrederick@gmail.com
172,Heather,Wolf,cscie12cscie151project+HeatherWolf@gmail.com
173,Delilah,York,cscie12cscie151project+DelilahYork@gmail.com
174,Emma,Palmer,cscie12cscie151project+EmmaPalmer@gmail.com
175,Brenda,Huynh,cscie12cscie151project+BrendaHuynh@gmail.com
176,Violet,Campos,cscie12cscie151project+VioletCampos@gmail.com
177,Elena,Hickman,cscie12cscie151project+ElenaHickman@gmail.com
178,Weston,Dorsey,cscie12cscie151project+WestonDorsey@gmail.com
179,Luna,Whitney,cscie12cscie151project+LunaWhitney@gmail.com
180,Emery,Rowe,cscie12cscie151project+EmeryRowe@gmail.com
181,Barry,Yang,cscie12cscie151project+BarryYang@gmail.com
182,Liliana,Gaines,cscie12cscie151project+LilianaGaines@gmail.com
183,Miriam,Bailey,cscie12cscie151project+MiriamBailey@gmail.com
184,Johnnie,Beil,cscie12cscie151project+JohnnieBeil@gmail.com
185,Floyd,Logan,cscie12cscie151project+FloydLogan@gmail.com
186,Jace,Mccall,cscie12cscie151project+JaceMccall@gmail.com
187,Vivian,Bean,cscie12cscie151project+VivianBean@gmail.com
188,Drew,Lin,cscie12cscie151project+DrewLin@gmail.com
189,Emerson,Burns,cscie12cscie151project+EmersonBurns@gmail.com
190,Shawna,Thompson,cscie12cscie151project+ShawnaThompson@gmail.com
191,Ramona,Atkins,cscie12cscie151project+RamonaAtkins@gmail.com
192,Reese,Costa,cscie12cscie151project+ReeseCosta@gmail.com
193,Parker,Lloyd,cscie12cscie151project+ParkerLloyd@gmail.com
194,Nora,Oneill,cscie12cscie151project+NoraOneill@gmail.com
195,Ivy,Rich,cscie12cscie151project+IvyRich@gmail.com
196,Wyatt,Dickerson,cscie12cscie151project+WyattDickerson@gmail.com
197,Jimmy,Hancock,cscie12cscie151project+JimmyHancock@gmail.com
198,Lynn,Henry,cscie12cscie151project+LynnHenry@gmail.com
199,Carmen,Carroll,cscie12cscie151project+CarmenCarroll@gmail.com
200,Brandi,Cobb,cscie12cscie151project+BrandiCobb@gmail.com
201,Audrey,Yoder,cscie12cscie151project+AudreyYoder@gmail.com
202,Chris,Noble,cscie12cscie151project+ChrisNoble@gmail.com
203,Sonya,James,cscie12cscie151project+SonyaJames@gmail.com
204,Tammy,Austin,cscie12cscie151project+TammyAustin@gmail.com
205,Joe,Mcbride,cscie12cscie151project+JoeMcbride@gmail.com
206,Charles,Flowers,cscie12cscie151project+CharlesFlowers@gmail.com
207,Wayne,Ahmed,cscie12cscie151project+WayneAhmed@gmail.com
208,Thelma,Montes,cscie12cscie151project+ThelmaMontes@gmail.com
209,Maureen,Duarte,cscie12cscie151project+MaureenDuarte@gmail.com
210,Lorenzo,Hale,cscie12cscie151project+LorenzoHale@gmail.com
211,Leslie,Anderson,cscie12cscie151project+LeslieAnderson@gmail.com
212,Dakota,Mays,cscie12cscie151project+DakotaMays@gmail.com
213,Don,Vaughan,cscie12cscie151project+DonVaughan@gmail.com
214,Johnny,Tate,cscie12cscie151project+JohnnyTate@gmail.com
215,Clayton,David,cscie12cscie151project+ClaytonDavid@gmail.com
216,Griffin,Stafford,cscie12cscie151project+GriffinStafford@gmail.com
217,Thomas,Rosario,cscie12cscie151project+ThomasRosario@gmail.com
218,Hailey,Murphy,cscie12cscie151project+HaileyMurphy@gmail.com
219,Frank,Rhodes,cscie12cscie151project+FrankRhodes@gmail.com
220,Ava,Cervantes,cscie12cscie151project+AvaCervantes@gmail.com
221,Payton,Pham,cscie12cscie151project+PaytonPham@gmail.com
222,Eric,Hines,cscie12cscie151project+EricHines@gmail.com
223,Karen,Hodges,cscie12cscie151project+KarenHodges@gmail.com
224,Geraldine,Morse,cscie12cscie151project+GeraldineMorse@gmail.com
225,Mackenzie,Michael,cscie12cscie151project+MackenzieMichael@gmail.com
226,Terry,Mccoy,cscie12cscie151project+TerryMccoy@gmail.com
227,Ty,Jones,cscie12cscie151project+TyJones@gmail.com
228,Judy,Zamora,cscie12cscie151project+JudyZamora@gmail.com
229,Gina,Joseph,cscie12cscie151project+GinaJoseph@gmail.com
230,Dalton,Simon,cscie12cscie151project+DaltonSimon@gmail.com
231,Dominic,Richard,cscie12cscie151project+DominicRichard@gmail.com
232,Sidney,Howard,cscie12cscie151project+SidneyHoward@gmail.com
233,Roberto,Hutchinson,cscie12cscie151project+RobertoHutchinson@gmail.com
234,Candace,Barrera,cscie12cscie151project+CandaceBarrera@gmail.com
235,Sydney,Villegas,cscie12cscie151project+SydneyVillegas@gmail.com
236,Erin,Schmidt,cscie12cscie151project+ErinSchmidt@gmail.com
237,Veronica,Hawkins,cscie12cscie151project+VeronicaHawkins@gmail.com
238,Jaden,Herman,cscie12cscie151project+JadenHerman@gmail.com
239,James,Turner,cscie12cscie151project+JamesTurner@gmail.com
240,Mckenzie,Gibson,cscie12cscie151project+MckenzieGibson@gmail.com
241,Tommy,Mathews,cscie12cscie151project+TommyMathews@gmail.com
242,Ross,Olson,cscie12cscie151project+RossOlson@gmail.com
243,Lydia,Ray,cscie12cscie151project+LydiaRay@gmail.com
244,Leah,Patterson,cscie12cscie151project+LeahPatterson@gmail.com
245,Kate,Murray,cscie12cscie151project+KateMurray@gmail.com
246,River,Mckinney,cscie12cscie151project+RiverMckinney@gmail.com
247,Jesse,Eaton,cscie12cscie151project+JesseEaton@gmail.com
248,Amari,Ayers,cscie12cscie151project+AmariAyers@gmail.com
249,Preston,Trejo,cscie12cscie151project+PrestonTrejo@gmail.com
250,Bonnie,Haynes,cscie12cscie151project+BonnieHaynes@gmail.com
251,Donna,Kerr,cscie12cscie151project+DonnaKerr@gmail.com
252,Aubrey,Morgan,cscie12cscie151project+AubreyMorgan@gmail.com
253,Laura,Wang,cscie12cscie151project+LauraWang@gmail.com
254,Tonya,Strong,cscie12cscie151project+TonyaStrong@gmail.com
255,Sophie,Fernandez,cscie12cscie151project+SophieFernandez@gmail.com
256,Scarlett,Bass,cscie12cscie151project+ScarlettBass@gmail.com
257,Jordyn,Kim,cscie12cscie151project+JordynKim@gmail.com
258,Charlie,Ashley,cscie12cscie151project+CharlieAshley@gmail.com
259,Scott,Hicks,cscie12cscie151project+ScottHicks@gmail.com
260,Alfredo,Bowen,cscie12cscie151project+AlfredoBowen@gmail.com
261,Jenny,Aguirre,cscie12cscie151project+JennyAguirre@gmail.com
262,Marsha,Jacobson,cscie12cscie151project+MarshaJacobson@gmail.com
263,Kathryn,Bauer,cscie12cscie151project+KathrynBauer@gmail.com
264,Karl,Avery,cscie12cscie151project+KarlAvery@gmail.com
265,Asher,Jensen,cscie12cscie151project+AsherJensen@gmail.com
266,Wade,Buckley,cscie12cscie151project+WadeBuckley@gmail.com
267,Lillie,Webster,cscie12cscie151project+LillieWebster@gmail.com
268,Sherri,Guerra,cscie12cscie151project+SherriGuerra@gmail.com
269,Terrance,Phillips,cscie12cscie151project+TerrancePhillips@gmail.com
270,Braden,Gomez,cscie12cscie151project+BradenGomez@gmail.com
271,Rosalie,Moon,cscie12cscie151project+RosalieMoon@gmail.com
272,Paige,Shepard,cscie12cscie151project+PaigeShepard@gmail.com
273,Jazmin,Blankenship,cscie12cscie151project+JazminBlankenship@gmail.com
274,Samuel,Sanders,cscie12cscie151project+SamuelSanders@gmail.com
275,Elizabeth,Marin,cscie12cscie151project+ElizabethMarin@gmail.com
276,April,Valentine,cscie12cscie151project+AprilValentine@gmail.com
277,Marian,Mccormick,cscie12cscie151project+MarianMccormick@gmail.com
278,Ian,Harrington,cscie12cscie151project+IanHarrington@gmail.com
279,Carson,Villarreal,cscie12cscie151project+CarsonVillarreal@gmail.com
280,Julia,Jaramillo,cscie12cscie151project+JuliaJaramillo@gmail.com
281,Vickie,Caldwell,cscie12cscie151project+VickieCaldwell@gmail.com
282,Blake,Schultz,cscie12cscie151project+BlakeSchultz@gmail.com
283,Eva,Hartman,cscie12cscie151project+EvaHartman@gmail.com
284,Brody,Holloway,cscie12cscie151project+BrodyHolloway@gmail.com
285,Aaliyah,Wall,cscie12cscie151project+AaliyahWall@gmail.com
286,Gavin,Heath,cscie12cscie151project+GavinHeath@gmail.com
287,Alejandro,Salas,cscie12cscie151project+AlejandroSalas@gmail.com
288,Mildred,Hill,cscie12cscie151project+MildredHill@gmail.com
289,Phyllis,Nolan,cscie12cscie151project+PhyllisNolan@gmail.com
290,Fernando,Martin,cscie12cscie151project+FernandoMartin@gmail.com
291,Warren,Cardenas,cscie12cscie151project+WarrenCardenas@gmail.com
292,Autumn,Jennings,cscie12cscie151project+AutumnJennings@gmail.com
293,Melinda,Ware,cscie12cscie151project+MelindaWare@gmail.com
294,Diego,Roberts,cscie12cscie151project+DiegoRoberts@gmail.com
295,Diane,Greer,cscie12cscie151project+DianeGreer@gmail.com
296,Destiny,Solis,cscie12cscie151project+DestinySolis@gmail.com
297,Holly,Moss,cscie12cscie151project+HollyMoss@gmail.com
298,Herbert,Arroyo,cscie12cscie151project+HerbertArroyo@gmail.com
299,Julianna,Malone,cscie12cscie151project+JuliannaMalone@gmail.com
300,Stanley,Trujillo,cscie12cscie151project+StanleyTrujillo@gmail.com
301,Stella,Rogers,cscie12cscie151project+StellaRogers@gmail.com
302,Becky,Best,cscie12cscie151project+BeckyBest@gmail.com
303,Danielle,Mcconnell,cscie12cscie151project+DanielleMcconnell@gmail.com
304,Rosemary,Pace,cscie12cscie151project+RosemaryPace@gmail.com
305,Peter,Hail,cscie12cscie151project+PeterHail@gmail.com
306,Makenzie,Foster,cscie12cscie151project+MakenzieFoster@gmail.com
307,Kenny,Cantu,cscie12cscie151project+KennyCantu@gmail.com
308,Helen,Love,cscie12cscie151project+HelenLove@gmail.com
309,Kristen,Booker,cscie12cscie151project+KristenBooker@gmail.com
310,Kevin,Miles,cscie12cscie151project+KevinMiles@gmail.com
311,Alvin,Valdez,cscie12cscie151project+AlvinValdez@gmail.com
312,Justin,Strickland,cscie12cscie151project+JustinStrickland@gmail.com
313,Leon,Salinas,cscie12cscie151project+LeonSalinas@gmail.com
314,Edgar,Coffey,cscie12cscie151project+EdgarCoffey@gmail.com
315,Cory,Pierce,cscie12cscie151project+CoryPierce@gmail.com
316,Shelly,Higgins,cscie12cscie151project+ShellyHiggins@gmail.com
317,Bailey,Glass,cscie12cscie151project+BaileyGlass@gmail.com
318,Leonardo,White,cscie12cscie151project+LeonardoWhite@gmail.com
319,Courtney,Donovan,cscie12cscie151project+CourtneyDonovan@gmail.com
320,Edwin,Walls,cscie12cscie151project+EdwinWalls@gmail.com
321,Ezekiel,Dillon,cscie12cscie151project+EzekielDillon@gmail.com
322,Ronald,Vega,cscie12cscie151project+RonaldVega@gmail.com
323,Alan,Molina,cscie12cscie151project+AlanMolina@gmail.com
324,Christina,Dodson,cscie12cscie151project+ChristinaDodson@gmail.com
325,Oliver,Spencer,cscie12cscie151project+OliverSpencer@gmail.com
326,Marvin,Wu,cscie12cscie151project+MarvinWu@gmail.com
327,Lucy,Pope,cscie12cscie151project+LucyPope@gmail.com
328,Walter,Sims,cscie12cscie151project+WalterSims@gmail.com
329,Julian,Myers,cscie12cscie151project+JulianMyers@gmail.com
330,Kendall,Jefferson,cscie12cscie151project+KendallJefferson@gmail.com
331,Josue,Peterson,cscie12cscie151project+JosuePeterson@gmail.com
332,Douglas,Gross,cscie12cscie151project+DouglasGross@gmail.com
333,Bernard,Poole,cscie12cscie151project+BernardPoole@gmail.com
334,Juliana,Owens,cscie12cscie151project+JulianaOwens@gmail.com
335,Frances,Hogan,cscie12cscie151project+FrancesHogan@gmail.com
336,Jayden,Hebert,cscie12cscie151project+JaydenHebert@gmail.com
337,Freddie,Yates,cscie12cscie151project+FreddieYates@gmail.com
338,Lisa,Robles,cscie12cscie151project+LisaRobles@gmail.com
339,Roberta,Willis,cscie12cscie151project+RobertaWillis@gmail.com
340,Kaden,Stein,cscie12cscie151project+KadenStein@gmail.com
341,Kathy,Lewis,cscie12cscie151project+KathyLewis@gmail.com
342,Annie,Mcclure,cscie12cscie151project+AnnieMcclure@gmail.com
343,Curtis,Pollard,cscie12cscie151project+CurtisPollard@gmail.com
344,Ricky,Coleman,cscie12cscie151project+RickyColeman@gmail.com
345,Graham,Chapman,cscie12cscie151project+GrahamChapman@gmail.com
346,Ashlee,Sherman,cscie12cscie151project+AshleeSherman@gmail.com
347,Anastasia,Adams,cscie12cscie151project+AnastasiaAdams@gmail.com
348,Alison,Mccullough,cscie12cscie151project+AlisonMccullough@gmail.com
349,Dana,Briggs,cscie12cscie151project+DanaBriggs@gmail.com
350,Hudson,Blake,cscie12cscie151project+HudsonBlake@gmail.com
351,Angelo,Meadows,cscie12cscie151project+AngeloMeadows@gmail.com
352,William,Maldonado,cscie12cscie151project+WilliamMaldonado@gmail.com
353,Darryl,Matthews,cscie12cscie151project+DarrylMatthews@gmail.com
354,Meredith,Faulkner,cscie12cscie151project+MeredithFaulkner@gmail.com
355,Kristopher,Hurley,cscie12cscie151project+KristopherHurley@gmail.com
356,Jack,Franklin,cscie12cscie151project+JackFranklin@gmail.com
357,Jonah,Case,cscie12cscie151project+JonahCase@gmail.com
358,Arturo,Summers,cscie12cscie151project+ArturoSummers@gmail.com
359,Nelson,Barnes,cscie12cscie151project+NelsonBarnes@gmail.com
360,Joseph,Small,cscie12cscie151project+JosephSmall@gmail.com
361,Andrew,Weaver,cscie12cscie151project+AndrewWeaver@gmail.com
362,Aidan,Gallagher,cscie12cscie151project+AidanGallagher@gmail.com
363,Kaleb,Gutierrez,cscie12cscie151project+KalebGutierrez@gmail.com
364,Carl,Huerta,cscie12cscie151project+CarlHuerta@gmail.com
365,Brady,Sparks,cscie12cscie151project+BradySparks@gmail.com
366,Marisa,Delarosa,cscie12cscie151project+MarisaDelarosa@gmail.com
367,Regina,Warner,cscie12cscie151project+ReginaWarner@gmail.com
368,Hunter,Fisher,cscie12cscie151project+HunterFisher@gmail.com
369,Annette,Peters,cscie12cscie151project+AnnettePeters@gmail.com
370,Cole,Mcguire,cscie12cscie151project+ColeMcguire@gmail.com
371,Andre,Conley,cscie12cscie151project+AndreConley@gmail.com
372,Joy,Alvarez,cscie12cscie151project+JoyAlvarez@gmail.com
373,Jackie,Hoffman,cscie12cscie151project+JackieHoffman@gmail.com
374,Betty,Moyer,cscie12cscie151project+BettyMoyer@gmail.com
375,Sam,Le,cscie12cscie151project+SamLe@gmail.com
376,Summer,Morrow,cscie12cscie151project+SummerMorrow@gmail.com
377,Trenton,Mckee,cscie12cscie151project+TrentonMckee@gmail.com
378,Ashley,Hanson,cscie12cscie151project+AshleyHanson@gmail.com
379,Jim,Mcmillan,cscie12cscie151project+JimMcmillan@gmail.com
380,Willow,Combs,cscie12cscie151project+WillowCombs@gmail.com
381,Chance,Miller,cscie12cscie151project+ChanceMiller@gmail.com
382,Judith,Landry,cscie12cscie151project+JudithLandry@gmail.com
383,Isabelle,Leon,cscie12cscie151project+IsabelleLeon@gmail.com
384,Deanna,Branch,cscie12cscie151project+DeannaBranch@gmail.com
385,Sheryl,Pineda,cscie12cscie151project+SherylPineda@gmail.com
386,Adriana,Perez,cscie12cscie151project+AdrianaPerez@gmail.com
387,Jody,Phan,cscie12cscie151project+JodyPhan@gmail.com
388,Teresa,Gardner,cscie12cscie151project+TeresaGardner@gmail.com
389,Diana,Armstrong,cscie12cscie151project+DianaArmstrong@gmail.com
390,Tucker,Livingston,cscie12cscie151project+TuckerLivingston@gmail.com
391,Gabrielle,Norton,cscie12cscie151project+GabrielleNorton@gmail.com
392,Angelica,Leal,cscie12cscie151project+AngelicaLeal@gmail.com
393,Bryce,Lawson,cscie12cscie151project+BryceLawson@gmail.com
394,Jorge,Nunez,cscie12cscie151project+JorgeNunez@gmail.com
395,Tara,Palacios,cscie12cscie151project+TaraPalacios@gmail.com
396,Wanda,Hansen,cscie12cscie151project+WandaHansen@gmail.com
